Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province Sud,Sud Est,G141S,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G141S,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G141S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G141S,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Concombre,9
Province Sud,Sud Est,G140P,Tubercule,Patate douce,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G140P,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G140P,Arbre fruitier,Jacques,9
Province Sud,Sud Est,G140P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G140P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G140P,Arbre fruitier,Corossol,9
Province Sud,Sud Est,G140P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G140P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G140P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G140P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G140P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G140P,Cocotier,Cocotier,9
Province Sud,Sud Est,G140P,Tubercule,Manioc,9
Province Sud,Sud Est,G140P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G138P,Tubercule,Taro d'eau,8
Province Sud,Sud Est,G138P,Arbre fruitier,Orange,8
Province Sud,Sud Est,G138P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G138P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G138P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G138P,Cultures spéciales,Vanille,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Ambrevade,8
Province Sud,Sud Est,G138P,Cultures spéciales,Citronnelle,8
Province Sud,Sud Est,G138P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G138P,Tubercule,Taro de montagne,8
Province Sud,Sud Est,G138P,Tubercule,Manioc,8
Province Sud,Sud Est,G138P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G138P,Tubercule,Patate douce,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Pomme de terre,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Citrouille,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Maïs doux,8
Province Sud,Sud Est,G138P,Arbre fruitier,Pêche,8
Province Sud,Sud Est,G138P,Arbre fruitier,Corossol,8
Province Sud,Sud Est,G138P,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G138P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G138P,Arbre fruitier,Fruit à pain,8
Province Sud,Sud Est,G138P,Arbre fruitier,Jacques,8
Province Sud,Sud Est,G138P,Arbre fruitier,Pamplemousse,8
Province Sud,Sud Est,G138P,Légume & fruit plein champ,Pomme liane,8
Province Sud,Sud Est,G138P,Arbre fruitier,Pomme kanak,8
Province Sud,Sud Est,G138P,Cocotier,Cocotier,8
Province Sud,Sud Est,G138P,Arbre fruitier,Citron et lime,8
Province Sud,Sud Est,G135P,Tubercule,Patate douce,4
Province Sud,Sud Est,G135P,Banane poingo,Banane poingo,4
Province Sud,Sud Est,G135P,Tubercule,Igname de saison,4
Province Sud,Sud Est,G135P,Légume & fruit plein champ,Ananas,4
Province Sud,Sud Est,G135P,Tubercule,Manioc,4
Province Sud,Sud Est,G135P,Banane dessert,Banane dessert,4
Province Sud,Sud Est,G135P,Tubercule,Taro d'eau,4
Province Sud,Sud Est,G135P,Arbre fruitier,Pêche,4
Province Sud,Sud Est,G135P,Arbre fruitier,Papaye,4
Province Sud,Sud Est,G135P,Arbre fruitier,Orange,4
Province Sud,Sud Est,G135P,Arbre fruitier,Mangue,4
Province Sud,Sud Est,G135P,Arbre fruitier,Avocat,4
Province Sud,Sud Est,G133S,Cocotier,Cocotier,7
Province Sud,Sud Est,G133S,Arbre fruitier,Avocat,7
Province Sud,Sud Est,G133S,Arbre fruitier,Citron et lime,7
Province Sud,Sud Est,G132S,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G132S,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G132S,Légume & fruit plein champ,Citrouille,8
Province Sud,Sud Est,G132S,Légume & fruit plein champ,Chouchoute,8
Province Sud,Sud Est,G132S,Arbre fruitier,Goyave,8
Province Sud,Sud Est,G132S,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G132S,Produits transformés,Autre produit d'origine végétale transformé (à préciser),8
Province Sud,Sud Est,G132S,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G132S,Tubercule,Manioc,8
Province Sud,Sud Est,G132S,Tubercule,Igname de saison,8
Province Sud,Sud Est,G132S,Tubercule,Taro de montagne,8
Province Sud,Sud Est,G132S,Tubercule,Taro d'eau,8
Province Sud,Sud Est,G131S,Arbre fruitier,Fruit à pain,8
Province Sud,Sud Est,G131S,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G131S,Arbre fruitier,Pêche,8
Province Sud,Sud Est,G131S,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G131S,Tubercule,Igname de saison,8
Province Sud,Sud Est,G131S,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G131S,Tubercule,Taro de montagne,8
Province Sud,Sud Est,G131S,Légume & fruit plein champ,Ananas,8
Province Sud,Sud Est,G131S,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G131S,Tubercule,Manioc,8
Province Sud,Sud Est,G131S,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G131S,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G131S,Arbre fruitier,Orange,8
Province Sud,Sud Est,G131S,Arbre fruitier,Pamplemousse,8
Province Sud,Sud Est,G131P,Légume & fruit plein champ,Ambrevade,8
Province Sud,Sud Est,G131P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G131P,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G131P,Tubercule,Taro d'eau,8
Province Sud,Sud Est,G131P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G131P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G131P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G131P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G131P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G131P,Tubercule,Manioc,8
Province Sud,Sud Est,G131P,Arbre fruitier,Orange,8
Province Sud,Sud Est,G131P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G131P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G131P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G129P,Arbre fruitier,Orange,8
Province Sud,Sud Est,G129P,Arbre fruitier,Citron et lime,8
Province Sud,Sud Est,G129P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G129P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G129P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G129P,Tubercule,Manioc,8
Province Sud,Sud Est,G129P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G129P,Tubercule,Taro d'eau,8
Province Sud,Sud Est,G129P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G127S,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G127S,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G127S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G127S,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G127S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G127S,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G127S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G127S,Tubercule,Manioc,9
Province Sud,Sud Est,G127S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G126P,Tubercule,Igname de saison,10
Province Sud,Sud Est,G126P,Arbre fruitier,Mangue,10
Province Sud,Sud Est,G126P,Arbre fruitier,Citron et lime,10
Province Sud,Sud Est,G126P,Arbre fruitier,Papaye,10
Province Sud,Sud Est,G126P,Tubercule,Taro de montagne,10
Province Sud,Sud Est,G126P,Légume & fruit plein champ,Ananas,10
Province Sud,Sud Est,G126P,Cultures spéciales,Canne à sucre,10
Province Sud,Sud Est,G126P,Banane poingo,Banane poingo,10
Province Sud,Sud Est,G126P,Banane dessert,Banane dessert,10
Province Sud,Sud Est,G126P,Tubercule,Manioc,10
Province Sud,Sud Est,G126P,Tubercule,Taro d'eau,10
Province Sud,Sud Est,G126P,Arbre fruitier,Pomme kanak,10
Province Sud,Sud Est,G126P,Légume & fruit plein champ,Pomme liane,10
Province Sud,Sud Est,G126P,Cocotier,Cocotier,10
Province Sud,Sud Est,G124S,Banane poingo,Banane poingo,4
Province Sud,Sud Est,G124S,Banane dessert,Banane dessert,4
Province Sud,Sud Est,G124S,Tubercule,Patate douce,4
Province Sud,Sud Est,G124S,Tubercule,Manioc,4
Province Sud,Sud Est,G124S,Tubercule,Igname de saison,4
Province Sud,Sud Est,G124S,Tubercule,Taro de montagne,4
Province Sud,Sud Est,G124S,Tubercule,Taro d'eau,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Haricot vert,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Autres légumes (à préciser),4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Poivron,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Tomate,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Chou vert,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Salade,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Persil,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Oignon vert,4
Province Sud,Sud Est,G124S,Cocotier,Cocotier,4
Province Sud,Sud Est,G124S,Légume & fruit plein champ,Pomme liane,4
Province Sud,Sud Est,G124S,Arbre fruitier,Cœur de bœuf,4
Province Sud,Sud Est,G124S,Arbre fruitier,Corossol,4
Province Sud,Sud Est,G124S,Arbre fruitier,Pomme cannelle,4
Province Sud,Sud Est,G124S,Arbre fruitier,Autres fruits (à préciser),4
Province Sud,Sud Est,G124S,Arbre fruitier,Papaye,4
Province Sud,Sud Est,G124S,Arbre fruitier,Pamplemousse,4
Province Sud,Sud Est,G124S,Arbre fruitier,Avocat,4
Province Sud,Sud Est,G124S,Arbre fruitier,Citron et lime,4
Province Sud,Sud Est,G124S,Arbre fruitier,Pêche,4
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Chou vert,8
Province Sud,Sud Est,G124P,Cultures spéciales,Vanille,8
Province Sud,Sud Est,G124P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Chou de chine,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G124P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Tomate,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Salade,8
Province Sud,Sud Est,G124P,Arbre fruitier,Cœur de bœuf,8
Province Sud,Sud Est,G124P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G124P,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G124P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G124P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G124P,Légume & fruit plein champ,Persil,8
Province Sud,Sud Est,G124P,Arbre fruitier,Goyave,8
Province Sud,Sud Est,G124P,Arbre fruitier,Autres fruits (à préciser),8
Province Sud,Sud Est,G124P,Arbre fruitier,Citron et lime,8
Province Sud,Sud Est,G124P,Cocotier,Cocotier,8
Province Sud,Sud Est,G124P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G122P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G122P,Arbre fruitier,Orange,9
Province Sud,Sud Est,G122P,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G122P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G122P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Fines herbes,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Brèdes,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Concombre,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Radis,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Haricot vert,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Maïs doux,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Poireau,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Poivron,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Echalote,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Persil,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Carotte,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G122P,Tubercule,Patate douce,9
Province Sud,Sud Est,G122P,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G122P,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G122P,Tubercule,Manioc,9
Province Sud,Sud Est,G122P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G122P,Cocotier,Cocotier,9
Province Sud,Sud Est,G122P,Légume & fruit plein champ,Piment,9
Province Sud,Sud Est,G122P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G122P,Arbre fruitier,Pomme kanak,9
Province Sud,Sud Est,G122P,Cultures spéciales,Citronnelle,9
Province Sud,Sud Est,G122P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Maïs doux,9
Province Sud,Sud Est,G121S,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G121S,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Persil,9
Province Sud,Sud Est,G121S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G121S,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G121S,Tubercule,Manioc,9
Province Sud,Sud Est,G121S,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G121S,Arbre fruitier,Jacques,9
Province Sud,Sud Est,G121S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G121S,Arbre fruitier,Fruit à pain,9
Province Sud,Sud Est,G121S,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G121S,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G121S,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G121S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Salade,8
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Carotte,8
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Tomate,8
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Pomme de terre,8
Province Sud,Sud Est,G120P,Tubercule,Manioc,8
Province Sud,Sud Est,G120P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G120P,Légume & fruit plein champ,Pomme liane,8
Province Sud,Sud Est,G120P,Arbre fruitier,Pamplemousse,8
Province Sud,Sud Est,G120P,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G120P,Arbre fruitier,Orange,8
Province Sud,Sud Est,G120P,Arbre fruitier,Citron et lime,8
Province Sud,Sud Est,G120P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G120P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G120P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G120P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G120P,Arbre fruitier,Pêche,8
Province Sud,Sud Est,G120P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G120P,Arbre fruitier,Fruit à pain,8
Province Sud,Sud Est,G120P,Arbre fruitier,Corossol,8
Province Sud,Sud Est,G120P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G120P,Cocotier,Cocotier,8
Province Sud,Sud Est,G120P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Tomate,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Chou de chine,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Persil,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G119P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G119P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Chou vert,8
Province Sud,Sud Est,G119P,Tubercule,Manioc,8
Province Sud,Sud Est,G119P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Chouchoute,8
Province Sud,Sud Est,G119P,Légume & fruit plein champ,Pomme liane,8
Province Sud,Sud Est,G119P,Arbre fruitier,Pêche,8
Province Sud,Sud Est,G119P,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G119P,Cocotier,Cocotier,8
Province Sud,Sud Est,G119P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G119P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G119P,Arbre fruitier,Pamplemousse,8
Province Sud,Sud Est,G119P,Arbre fruitier,Corossol,8
Province Sud,Sud Est,G119P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G119P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G116P,Cultures spéciales,Canne à sucre,7
Province Sud,Sud Est,G116P,Légume & fruit plein champ,Ananas,7
Province Sud,Sud Est,G116P,Banane dessert,Banane dessert,7
Province Sud,Sud Est,G116P,Tubercule,Manioc,7
Province Sud,Sud Est,G116P,Tubercule,Taro d'eau,7
Province Sud,Sud Est,G116P,Tubercule,Patate douce,7
Province Sud,Sud Est,G116P,Tubercule,Igname de saison,7
Province Sud,Sud Est,G116P,Arbre fruitier,Corossol,7
Province Sud,Sud Est,G116P,Arbre fruitier,Citron et lime,7
Province Sud,Sud Est,G116P,Arbre fruitier,Mandarine,7
Province Sud,Sud Est,G116P,Arbre fruitier,Avocat,7
Province Sud,Sud Est,G116P,Arbre fruitier,Litchi,7
Province Sud,Sud Est,G114P,Tubercule,Taro d'eau,7
Province Sud,Sud Est,G114P,Tubercule,Patate douce,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Chou de chine,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Poivron,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Aubergine,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Chou kanak,7
Province Sud,Sud Est,G114P,Tubercule,Manioc,7
Province Sud,Sud Est,G114P,Tubercule,Igname de saison,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Maïs doux,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Oignon vert,7
Province Sud,Sud Est,G114P,Tubercule,Taro de montagne,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Pomme de terre,7
Province Sud,Sud Est,G114P,Banane poingo,Banane poingo,7
Province Sud,Sud Est,G114P,Banane dessert,Banane dessert,7
Province Sud,Sud Est,G114P,Arbre fruitier,Orange,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Pastèque,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Concombre,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Courgette,7
Province Sud,Sud Est,G114P,Arbre fruitier,Litchi,7
Province Sud,Sud Est,G114P,Cultures spéciales,Canne à sucre,7
Province Sud,Sud Est,G114P,Légume & fruit plein champ,Chouchoute,7
Province Sud,Sud Est,G114P,Arbre fruitier,Papaye,7
Province Sud,Sud Est,G114P,Arbre fruitier,Mangue,7
Province Sud,Sud Est,G114P,Arbre fruitier,Autres fruits (à préciser),7
Province Sud,Sud Est,G114P,Arbre fruitier,Corossol,7
Province Sud,Sud Est,G114P,Arbre fruitier,Avocat,7
Province Sud,Sud Est,G114P,Arbre fruitier,Citron et lime,7
Province Sud,Sud Est,G114P,Arbre fruitier,Pamplemousse,7
Province Sud,Sud Est,G114P,Arbre fruitier,Mandarine,7
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Ananas,9
Province Sud,Sud Est,G104P,Cocotier,Cocotier,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G104P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G104P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G104P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G104P,Tubercule,Patate douce,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Haricot vert,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Piment,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Pomme liane,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G104P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G104P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G104P,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G104P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G103S,Tubercule,Patate douce,7
Province Sud,Sud Est,G103S,Tubercule,Manioc,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Poireau,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Poivron,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Chou de chine,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Carotte,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Tomate,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Chou vert,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Salade,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Pomme de terre,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Pastèque,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Maïs doux,7
Province Sud,Sud Est,G103S,Légume & fruit plein champ,Oignon vert,7
Province Sud,Sud Est,G103S,Cultures spéciales,Canne à sucre,7
